,SalePrice,LotFrontage,LotArea,TotalBsmtSF,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,GarageCars,MoSold,YrSold,YearBuilt,PoolArea
1161,224000,,14778,1296,568,1640,0,0,1640,1,0,3,1,7,924,2,11,2008,1954,0
1162,129000,109.0,8724,894,402,894,0,0,894,1,0,3,1,5,450,2,5,2007,1968,0
1163,108959,60.0,12900,1198,0,1258,0,0,1258,0,2,0,2,6,400,2,1,2008,1969,0
1165,233170,79.0,9541,1502,1502,1502,0,0,1502,2,0,3,1,7,644,2,9,2009,2009,0
1167,173000,58.0,10852,959,173,959,712,0,1671,2,1,3,1,7,472,2,2,2006,2000,0
1168,235000,120.0,13728,1127,501,1236,872,0,2108,2,0,4,1,7,540,2,7,2008,1935,0
1169,625000,118.0,35760,1930,543,1831,1796,0,3627,3,1,4,1,10,807,3,7,2006,1995,0
1170,171000,76.0,9880,1096,574,1118,0,0,1118,1,0,3,1,6,358,1,7,2008,1977,576
1171,163000,76.0,9120,1261,599,1261,0,0,1261,1,0,3,1,6,433,2,11,2008,1958,0
1174,239000,80.0,16560,952,449,1170,1175,0,2345,2,1,4,1,9,360,2,7,2006,1932,0
1175,285000,85.0,10678,1683,983,2129,743,0,2872,2,1,4,1,9,541,2,4,2007,1992,0
1176,119500,37.0,6951,876,218,923,0,0,923,1,0,3,1,5,264,1,10,2008,1984,0
1178,154900,54.0,7681,731,731,820,523,0,1343,1,1,3,1,7,186,1,7,2009,1921,0
1180,250000,,11170,1216,0,1298,1216,0,2514,2,1,4,1,8,693,2,4,2006,1990,0
1183,120000,60.0,10800,1120,299,1130,0,0,1130,1,0,2,1,5,720,2,6,2006,1920,0
1184,186700,50.0,35133,1572,413,1572,0,0,1572,1,1,3,1,5,995,3,5,2007,1963,0
1185,104900,60.0,9738,784,392,949,272,0,1221,1,0,4,1,7,392,1,3,2006,1924,0
1186,95000,107.0,10615,978,538,1014,685,0,1699,2,0,3,2,7,420,2,8,2009,1900,0
1187,262000,89.0,12461,1624,168,1624,0,0,1624,2,0,2,1,5,757,3,7,2006,1994,0
1188,195000,68.0,8935,831,831,831,829,0,1660,2,1,3,1,7,493,2,7,2009,2002,0
1189,189000,60.0,7500,994,994,1028,776,0,1804,2,1,3,1,7,442,2,6,2010,1999,0
1190,168000,,32463,1249,90,1622,0,0,1622,1,0,3,1,7,1356,4,3,2007,1961,0
1191,174000,24.0,2645,776,776,764,677,0,1441,2,1,2,1,5,492,2,11,2007,1999,0
1192,125000,60.0,9600,702,702,842,630,0,1472,1,0,3,1,6,250,1,7,2007,1925,0
1193,165000,,4500,1224,341,1224,0,0,1224,2,0,2,1,5,402,2,6,2009,1999,0
1194,158000,80.0,9364,663,292,663,689,0,1352,1,1,4,1,7,299,1,3,2010,1969,0
1196,219210,58.0,14054,879,879,879,984,0,1863,2,1,4,1,9,660,3,11,2006,2006,0
1197,144000,65.0,8850,815,815,815,875,0,1690,1,0,3,1,7,225,1,7,2006,1916,0
1198,178000,70.0,9100,1212,1212,1212,0,0,1212,2,0,3,1,6,573,2,6,2009,2001,0
1200,116050,71.0,9353,864,864,864,0,0,864,1,0,3,1,5,280,1,7,2006,1970,0
1201,197900,80.0,10400,866,866,866,913,0,1779,2,1,3,1,6,546,2,3,2009,1998,0
1203,213000,75.0,9750,1630,1630,1630,0,0,1630,2,0,3,1,6,451,2,10,2009,2000,0
1204,153500,78.0,10140,1056,268,1074,0,0,1074,1,1,3,1,6,495,2,7,2006,1975,0
1205,271900,90.0,14684,2158,1496,2196,0,0,2196,2,0,3,1,7,701,3,6,2009,1990,0
1206,107000,,8900,1056,0,1056,0,0,1056,1,0,2,1,5,384,1,11,2006,1966,0
1209,290000,85.0,10182,1660,440,1660,0,0,1660,2,0,3,1,8,500,2,5,2006,2006,0
1210,189000,70.0,11218,1055,1055,1055,790,0,1845,2,1,3,1,8,462,2,5,2010,1992,0
1211,164000,152.0,12134,559,132,1080,672,0,1752,2,0,4,1,8,492,2,6,2010,1988,0
1212,113000,50.0,9340,672,328,672,0,0,672,1,0,2,1,4,234,1,8,2009,1941,0
1215,125000,99.0,7094,894,340,894,0,0,894,1,0,3,1,5,384,1,5,2007,1966,0
1216,112000,68.0,8930,0,0,1318,584,0,1902,2,0,4,2,8,539,2,4,2010,1978,0
1217,229456,72.0,8640,1300,364,1314,0,0,1314,2,0,3,1,6,552,2,9,2009,2009,0
1220,115000,66.0,7800,912,0,912,0,0,912,1,0,2,1,5,288,1,11,2006,1964,0
1221,134000,55.0,8250,952,210,1211,0,0,1211,1,0,3,1,5,322,1,8,2008,1968,0
1223,137900,89.0,10680,2136,1380,2136,0,0,2136,2,0,4,1,7,528,2,10,2006,1951,0
1224,184000,60.0,15384,788,64,788,702,0,1490,2,1,3,1,8,388,2,2,2008,2004,0
1225,145000,65.0,10482,588,81,1138,0,0,1138,1,0,3,1,6,264,1,6,2007,1958,0
1226,214000,86.0,14598,894,894,894,1039,0,1933,2,1,4,1,9,668,3,1,2008,2007,0
1227,147000,72.0,8872,912,317,912,0,0,912,1,0,2,1,5,576,2,12,2008,1965,0
1228,367294,65.0,8769,1702,162,1702,0,0,1702,1,1,1,1,7,1052,3,10,2008,2008,0
1229,127000,70.0,7910,1075,409,1507,0,0,1507,2,0,4,1,7,404,1,8,2008,1960,0
1230,190000,,18890,1361,652,1361,1259,0,2620,2,2,4,2,12,600,2,8,2007,1977,0
1233,142000,,12160,1188,188,1188,0,0,1188,1,0,3,1,6,531,2,5,2010,1959,0
1234,130000,55.0,8525,940,940,1024,940,0,1964,1,1,4,1,7,0,0,11,2008,1911,0
1235,138887,96.0,13132,747,747,892,892,0,1784,1,1,4,1,9,180,1,7,2006,1914,0
1236,175500,36.0,2628,764,764,764,862,0,1626,2,1,2,1,6,474,2,6,2010,2003,0
1238,142500,63.0,13072,1141,1141,1141,0,0,1141,1,1,3,1,6,484,2,3,2006,2005,0
1239,265900,64.0,9037,1476,1048,1484,0,0,1484,2,0,2,1,6,472,2,12,2007,2006,0
1241,248328,83.0,9849,1689,1689,1689,0,0,1689,2,0,3,1,7,954,3,6,2007,2007,0
1242,170000,85.0,10625,1053,0,1173,0,0,1173,2,0,3,1,6,528,2,1,2010,1974,0
1243,465000,107.0,13891,2076,690,2076,0,0,2076,2,1,2,1,7,850,3,9,2006,2006,0
1244,230000,,11435,792,792,792,725,0,1517,1,0,3,1,7,400,2,6,2006,1929,0
1247,169900,,12328,1012,473,1034,0,0,1034,1,0,3,1,6,888,3,5,2010,1976,0
1248,129500,60.0,9600,735,416,1134,924,0,2058,1,1,3,1,8,396,2,4,2008,1917,0
1250,244000,93.0,11160,2110,1045,2110,0,0,2110,2,1,3,1,8,522,2,4,2010,1968,0
1251,171750,,3136,1405,1405,1405,0,0,1405,2,0,2,1,6,478,2,3,2006,2003,0
1252,130000,62.0,9858,864,354,874,0,0,874,1,0,3,1,5,288,1,11,2009,1968,0
1253,294000,,17542,1192,36,1516,651,0,2167,2,1,3,1,9,518,2,7,2007,1974,0
1254,165400,60.0,6931,746,746,760,896,0,1656,2,1,3,1,7,397,2,7,2008,2003,0
1255,127500,52.0,6240,884,459,959,408,0,1367,1,0,3,1,6,560,1,11,2007,1931,0
1257,99900,56.0,4060,864,864,864,0,0,864,1,0,2,1,4,0,0,7,2009,1922,0
1258,190000,59.0,9587,856,201,1166,0,0,1166,2,0,2,1,5,400,2,7,2008,2005,0
1259,151000,65.0,9750,1054,14,1054,0,0,1054,1,1,3,1,6,460,2,7,2008,1969,0
1260,181000,,24682,841,841,892,783,0,1675,2,1,3,1,7,502,2,6,2009,1999,0
1262,161500,,11250,1104,1104,1104,684,0,1788,1,0,5,1,8,304,1,11,2009,1957,0
1263,180500,60.0,13515,764,764,1060,764,0,1824,1,0,3,1,8,520,2,7,2007,1919,0
1265,183900,35.0,3735,691,241,713,739,0,1452,2,1,3,1,6,506,2,3,2006,1999,0
1267,378500,89.0,13214,2002,2002,2018,0,0,2018,2,0,3,1,10,746,3,5,2010,2008,0
1268,381000,,14100,728,536,1968,1479,0,3447,3,1,4,1,11,1014,3,5,2008,1935,0
1270,260000,,23595,1332,74,1332,192,0,1524,0,1,0,1,4,586,2,4,2010,1979,0
1271,185750,,9156,1489,1489,1489,0,0,1489,2,0,3,1,7,462,2,8,2009,1968,0
1272,137000,,13526,935,0,935,0,0,935,1,0,3,1,5,288,1,11,2006,1965,0
1273,177000,124.0,11512,1019,300,1357,0,0,1357,1,0,2,1,5,312,1,5,2008,1959,0
1274,139000,53.0,5362,661,661,661,589,0,1250,2,0,3,1,8,552,2,11,2007,1910,0
1276,162000,,12936,723,130,735,660,0,1395,1,1,3,1,6,497,2,12,2009,1972,0
1277,197900,,17871,1680,1152,1724,0,0,1724,1,1,3,1,7,480,2,6,2009,1967,0
1278,237000,75.0,9473,1128,324,1128,903,0,2031,2,1,3,1,7,577,2,3,2008,2002,0
1280,227000,67.0,9808,1573,785,1573,0,0,1573,2,0,3,1,6,544,2,3,2009,2002,0
1282,150500,61.0,8800,1040,364,1040,0,0,1040,2,0,3,1,5,484,2,9,2009,1977,0
1283,139000,94.0,9400,912,912,912,912,0,1824,2,2,4,2,8,0,0,4,2010,1971,0
1284,169000,50.0,9638,804,804,1699,748,0,2447,2,0,4,1,10,336,1,3,2010,1919,0
1285,132500,50.0,6000,780,780,825,587,0,1412,1,0,4,1,6,280,1,5,2009,1939,0
1286,143000,,9790,1328,678,1328,0,0,1328,1,1,3,1,6,528,2,6,2010,1963,0
1287,190000,,36500,1624,812,1582,0,0,1582,2,0,4,1,7,390,2,6,2006,1964,0
1288,278000,40.0,5664,1501,343,1659,0,0,1659,2,0,2,1,5,499,2,10,2009,2000,0
1289,281000,86.0,11065,1085,1085,1120,850,0,1970,2,1,3,1,8,753,3,10,2006,2006,0
1290,180500,,14112,1152,138,1152,0,0,1152,1,0,3,1,6,484,2,4,2010,1964,0
1292,107500,60.0,6600,994,994,1378,994,0,2372,2,0,4,2,11,432,1,12,2009,1892,0
1293,162900,78.0,10140,832,638,832,832,0,1664,2,1,4,1,8,528,2,3,2006,1976,0
1294,115000,60.0,8172,864,697,864,0,0,864,1,0,2,1,5,572,2,4,2006,1955,0
1299,154000,75.0,7500,1246,0,1246,0,0,1246,1,1,3,1,6,305,1,5,2010,1959,0
1300,225000,,10762,978,284,1005,978,0,1983,2,1,3,1,9,490,2,5,2009,1999,0
1301,177500,,7500,771,224,753,741,0,1494,1,0,3,1,7,213,1,11,2009,1942,0
1302,290000,92.0,10120,1165,425,1203,1323,0,2526,2,1,4,1,8,844,3,12,2006,1994,0
1303,232000,73.0,8688,1616,1616,1616,0,0,1616,2,0,3,1,7,834,3,4,2006,2005,0
1304,130000,32.0,3363,976,976,976,732,0,1708,2,0,3,1,7,380,2,4,2006,2004,0
1305,325000,108.0,13173,1652,80,1652,0,0,1652,2,0,2,1,6,840,2,11,2009,2006,0
1308,147000,100.0,12000,924,172,1122,0,0,1122,1,0,2,1,6,528,2,5,2008,1948,0
1310,335000,100.0,17500,1902,496,1902,0,0,1902,2,0,3,1,7,567,2,5,2010,1959,0
1311,203000,68.0,8814,1274,349,1274,0,0,1274,2,0,3,1,6,508,2,1,2007,2005,0
1312,302000,,9572,1453,971,1453,1357,0,2810,2,1,4,1,9,750,2,6,2007,1990,0
1313,333168,108.0,14774,1393,1393,1422,1177,0,2599,2,1,4,1,10,779,3,5,2010,1999,0
1315,206900,85.0,11075,952,176,1092,1020,0,2112,2,1,4,1,9,576,2,6,2008,1969,0
1316,295493,61.0,10226,1622,1622,1630,0,0,1630,2,0,3,1,8,860,3,1,2009,2008,0
1317,208900,47.0,4230,1352,1352,1352,0,0,1352,2,0,2,1,5,466,2,4,2007,2006,0
1319,111000,75.0,10215,864,372,948,0,0,948,1,0,3,1,5,248,1,2,2007,1954,0
1320,156500,70.0,8400,1478,628,1478,0,0,1478,1,1,3,1,6,442,2,6,2009,1957,0
1321,72500,,6627,0,0,720,0,0,720,1,0,2,1,4,287,1,7,2008,1949,0
1323,82500,50.0,5330,420,140,708,0,0,708,1,0,2,1,5,0,0,12,2009,1940,0
1325,55000,40.0,3636,796,796,796,0,0,796,1,0,2,1,5,0,0,1,2008,1922,0
1326,79000,70.0,4270,544,0,774,0,0,774,1,0,3,1,6,0,0,5,2007,1931,0
1327,130500,60.0,6600,816,175,816,0,0,816,1,0,3,1,5,264,1,10,2008,1982,0
1328,256000,60.0,10440,1510,1017,1584,1208,0,2792,2,0,5,1,8,520,2,6,2008,1920,0
1330,227000,85.0,10000,1588,1588,1588,0,0,1588,2,0,3,1,7,825,3,12,2007,2006,0
1331,132500,55.0,10780,911,428,954,0,0,954,1,0,3,1,6,576,2,7,2006,1976,0
1332,100000,67.0,8877,816,126,816,0,0,816,1,0,2,1,3,288,1,5,2009,1938,0
1333,125500,60.0,7200,803,803,803,557,0,1360,1,1,2,1,6,297,1,7,2006,1938,0
1334,125000,24.0,2368,765,0,765,600,0,1365,1,1,3,1,7,440,2,5,2009,1970,0
1336,135000,87.0,9246,1656,1656,1656,0,0,1656,2,0,4,2,8,506,2,11,2008,1973,0
1337,52500,153.0,4118,693,693,693,0,0,693,1,0,2,1,4,0,0,3,2006,1941,0
1338,200000,95.0,13450,916,216,920,941,0,1861,2,1,3,1,8,492,2,6,2006,2002,0
1339,128500,120.0,9560,864,504,864,0,0,864,1,0,3,1,5,288,1,6,2006,1972,0
1340,123000,70.0,8294,858,858,872,0,0,872,1,0,3,1,5,480,4,6,2007,1971,0
1341,155000,66.0,13695,1114,300,1114,0,0,1114,1,0,3,1,6,576,2,7,2008,2003,0
1343,177000,57.0,7558,896,896,1172,741,0,1913,1,1,3,1,9,342,2,3,2009,1928,0
1344,155835,85.0,11103,728,728,728,728,0,1456,2,1,3,1,8,440,2,7,2007,2006,0
1345,108500,50.0,6000,960,710,960,0,0,960,1,0,2,1,5,308,1,7,2007,1920,0
1346,262500,,20781,1568,1203,2156,0,0,2156,2,0,3,1,9,508,2,6,2006,1968,0
1347,283463,93.0,15306,1732,1652,1776,0,0,1776,2,0,3,1,7,712,3,5,2007,2006,0
1348,215000,,16196,1482,39,1494,0,0,1494,2,0,3,1,5,514,2,8,2007,1998,0
1349,122000,50.0,5250,684,425,938,1215,205,2358,2,0,4,1,8,0,0,12,2008,1872,0
1350,200000,91.0,11643,1248,748,1338,1296,0,2634,2,2,6,2,12,968,4,8,2009,1969,0
1351,171000,70.0,9247,858,539,858,858,0,1716,1,1,4,1,8,490,2,3,2008,1962,0
1352,134900,50.0,6000,698,698,786,390,0,1176,1,0,2,1,4,624,2,7,2009,1937,0
1354,235000,,10316,992,257,992,873,0,1865,2,1,3,1,7,839,3,6,2008,2000,0
1355,170000,102.0,10192,570,570,1222,698,0,1920,3,0,4,1,8,487,2,9,2006,1968,0
1356,110000,,9477,864,524,892,0,0,892,1,0,3,1,5,264,1,10,2008,1966,0
1358,177500,,2117,756,378,769,804,0,1573,2,1,3,1,5,440,2,6,2010,2000,0
1359,315000,129.0,16737,1980,533,1980,0,0,1980,2,0,3,1,8,770,3,9,2006,2004,0
1360,189000,51.0,9842,612,612,990,1611,0,2601,3,1,4,1,8,621,2,5,2008,1921,0
1361,260000,124.0,16158,1530,256,1530,0,0,1530,2,0,3,1,7,430,2,6,2009,2005,0
1362,104900,,12513,715,715,1281,457,0,1738,2,0,4,1,7,368,1,6,2009,1920,0
1364,144152,30.0,3180,600,600,520,600,80,1200,2,1,2,1,4,480,2,4,2006,2005,0
1366,193000,68.0,9179,873,240,882,908,0,1790,2,1,3,1,7,588,2,6,2008,1999,0
1368,144000,,4435,848,163,848,0,0,848,1,0,1,1,4,420,2,6,2009,2003,0
1369,232000,48.0,10635,1657,315,1668,0,0,1668,2,0,3,1,8,502,2,5,2010,2003,0
1370,105000,90.0,5400,840,420,840,534,0,1374,1,0,2,1,6,338,1,10,2009,1920,0
1371,165500,80.0,9600,992,161,1661,0,0,1661,1,0,3,1,8,377,1,10,2008,1955,0
1372,274300,75.0,9750,1108,133,1108,989,0,2097,2,1,3,1,8,583,2,6,2006,1998,0
1374,250000,85.0,10625,1026,1026,1026,932,0,1958,2,1,3,1,9,936,3,7,2008,2005,0
1375,239000,89.0,10991,1571,1571,1571,0,0,1571,2,0,3,1,7,722,3,12,2007,2007,0
1378,83000,21.0,1953,483,174,483,504,0,987,1,1,2,1,5,264,1,6,2006,1973,0
1381,237500,,12925,1205,340,2117,0,0,2117,2,1,4,1,7,550,2,5,2008,1970,0
1382,157000,60.0,7200,596,596,998,764,0,1762,1,1,4,1,8,576,2,10,2006,1920,0
1385,125500,40.0,5436,796,61,796,358,0,1154,1,0,3,1,7,240,1,5,2010,1922,0
1386,250000,80.0,16692,1392,133,1392,1392,0,2784,3,1,5,1,12,564,2,7,2006,1978,519
1390,235000,70.0,9100,1525,125,1525,0,0,1525,2,0,3,1,6,541,2,9,2006,2000,0
1391,124000,65.0,8944,1584,1584,1584,0,0,1584,2,0,4,2,8,792,3,4,2009,1967,0
1392,123000,68.0,7838,864,95,900,0,0,900,1,0,3,1,6,288,1,12,2006,1967,0
1393,163000,60.0,10800,482,482,1221,691,0,1912,2,0,3,2,7,672,2,4,2008,1905,0
1396,160000,,57200,747,60,1687,0,0,1687,1,0,3,1,7,572,2,6,2010,1948,0
1397,137500,51.0,6120,939,939,939,574,0,1513,1,1,4,1,8,180,1,5,2007,1920,0
1398,138000,60.0,7200,1208,676,1136,768,0,1904,1,1,3,1,7,240,1,5,2009,1950,0
1399,137450,51.0,6171,976,712,1160,448,0,1608,2,1,3,1,7,216,1,10,2009,1925,0
1400,120000,50.0,6000,862,862,950,208,0,1158,1,0,3,1,5,208,1,7,2008,1929,0
1401,193000,62.0,7415,839,80,864,729,0,1593,2,1,3,1,8,398,2,4,2008,2004,0
1406,133000,70.0,8445,768,112,768,0,0,768,1,0,2,1,5,396,2,3,2009,1972,0
1407,112000,,8780,833,208,833,0,0,833,1,0,3,1,5,0,0,3,2009,1985,0
1408,125500,60.0,7740,622,622,741,622,0,1363,1,0,3,1,6,528,2,6,2010,1910,0
1411,140000,80.0,9600,856,736,1112,556,0,1668,1,1,3,1,6,271,1,9,2009,1950,0
1412,90000,60.0,7200,0,0,1040,0,0,1040,2,0,2,2,6,420,2,6,2009,1949,0
1413,257000,88.0,10994,1844,868,1844,0,0,1844,2,0,2,1,7,620,2,9,2009,2005,0
1414,207000,64.0,13053,833,833,1053,795,0,1848,1,1,4,1,8,370,2,6,2008,1923,0
1416,122500,60.0,11340,777,777,1246,1044,0,2290,2,0,4,2,11,560,2,4,2010,1885,0
1417,340000,,16545,1284,503,1310,1140,0,2450,2,1,3,1,7,1069,3,5,2009,1998,0
1419,223000,,16381,1844,734,1844,0,0,1844,2,0,3,1,7,540,2,12,2006,1969,0
1420,179900,90.0,11700,708,304,708,708,0,1416,2,1,3,1,7,776,2,5,2006,1968,0
1421,127500,53.0,4043,1069,709,1069,0,0,1069,2,0,2,1,4,440,2,7,2010,1977,0
1422,136500,37.0,4435,848,162,848,0,0,848,1,0,1,1,3,420,2,3,2008,2003,0
1423,274970,,19690,697,697,1575,626,0,2201,2,0,4,1,8,432,2,8,2006,1966,738
1424,144000,,9503,1024,193,1344,0,0,1344,1,0,2,1,6,484,1,6,2007,1958,0
1425,142000,80.0,10721,1252,1252,1252,0,0,1252,1,0,3,1,7,528,2,10,2008,1959,0
1426,271000,81.0,10944,1223,223,1223,904,0,2127,2,1,3,1,5,525,2,8,2008,1994,0
1427,140000,60.0,10930,913,333,1048,510,0,1558,1,1,3,1,6,288,1,4,2008,1945,0
1428,119000,60.0,7200,788,278,804,0,0,804,1,0,2,1,4,240,1,2,2010,1940,0
1433,186500,93.0,10261,936,936,962,830,0,1792,2,1,3,1,8,451,2,5,2008,2000,0
1434,160000,80.0,17400,1126,190,1126,0,0,1126,2,0,3,1,5,484,2,5,2006,1977,0
1436,120500,60.0,9000,864,248,864,0,0,864,1,0,3,1,5,528,2,5,2007,1971,0
1437,394617,96.0,12444,1932,596,1932,0,0,1932,2,0,2,1,7,774,3,11,2008,2008,0
1438,149700,90.0,7407,912,312,1236,0,0,1236,1,0,2,1,6,923,2,4,2010,1957,0
1441,149300,,4426,848,151,848,0,0,848,1,0,1,1,3,420,2,5,2008,2004,0
1442,310000,85.0,11003,1017,252,1026,981,0,2007,2,1,3,1,10,812,3,4,2009,2008,0
1443,121000,,8854,952,952,952,0,0,952,1,0,2,1,4,192,1,5,2009,1916,0
1444,179600,63.0,8500,1422,1422,1422,0,0,1422,2,0,3,1,7,626,2,11,2007,2004,0
1445,129000,70.0,8400,814,0,913,0,0,913,1,0,3,1,6,240,1,5,2007,1966,0
1446,157900,,26142,1188,595,1188,0,0,1188,1,0,3,1,6,312,1,4,2010,1962,0
1447,240000,80.0,10000,1220,141,1220,870,0,2090,2,1,3,1,8,556,2,12,2007,1995,0
1448,112000,70.0,11767,560,560,796,550,0,1346,1,1,2,1,6,384,1,5,2007,1910,0
1450,136000,60.0,9000,896,896,896,896,0,1792,2,2,4,2,8,0,0,9,2009,1974,0
1451,287090,78.0,9262,1573,1573,1578,0,0,1578,2,0,3,1,7,840,3,5,2009,2008,0
1452,145000,35.0,3675,547,0,1072,0,0,1072,1,0,2,1,5,525,2,5,2006,2005,0
1453,84500,90.0,17217,1140,1140,1140,0,0,1140,1,0,3,1,6,0,0,7,2006,2006,0
1454,185000,62.0,7500,1221,811,1221,0,0,1221,2,0,2,1,6,400,2,10,2009,2004,0
1455,175000,62.0,7917,953,953,953,694,0,1647,2,1,3,1,7,460,2,8,2007,1999,0
1456,210000,85.0,13175,1542,589,2073,0,0,2073,2,0,3,1,7,500,2,2,2010,1978,0
1457,266500,66.0,9042,1152,877,1188,1152,0,2340,2,0,4,1,9,252,1,5,2010,1941,0
1459,147500,75.0,9937,1256,136,1256,0,0,1256,1,1,3,1,6,276,1,6,2008,1965,0
